comments_disabled,dimensions.height,dimensions.width,display_url,edge_liked_by.count,edge_media_preview_like.count,edge_media_to_caption.edges,edge_media_to_comment.count,id,is_video,owner.id,shortcode,tags,taken_at_timestamp,thumbnail_resources,thumbnail_src,urls,video_view_count
,1349,1080,https://scontent-sea1-1.cdninstagram.com/vp/425b7d56f7bf3a4aec0e7666c915cac5/5D562F63/t51.2885-15/e35/43817424_269765460224271_7960120752176864280_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,2259,2259,"[{'node': {'text': 'Papa, Gründungsmitglied von @vcakampala, setzt unsere Serie  #waterisahumanright in Uganda fort 💙\n📸 @papashotit'}}]",8,1899472795697688467,False,610006331,BpcSHGgFC-T,['waterisahumanright'],1540654824,"[{'config_height': 150, 'config_width': 150, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/604fcb54eda5d891554cd45f76d59a46/5D39D2D3/t51.2885-15/e35/c0.134.1080.1080/s150x150/43817424_269765460224271_7960120752176864280_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 240, 'config_width': 240, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/de9b671778accb732bcb25d6b6460def/5D50D699/t51.2885-15/e35/c0.134.1080.1080/s240x240/43817424_269765460224271_7960120752176864280_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 320, 'config_width': 320, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/0719ef96effb398e365332a723f37fe1/5D733523/t51.2885-15/e35/c0.134.1080.1080/s320x320/43817424_269765460224271_7960120752176864280_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 480, 'config_width': 480, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/ab03bd35d00825227593c37b6c89fe95/5D46E879/t51.2885-15/e35/c0.134.1080.1080/s480x480/43817424_269765460224271_7960120752176864280_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 640, 'config_width': 640, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/cf972da02398894a4cdd99ff1d515e91/5D4479C8/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/43817424_269765460224271_7960120752176864280_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}]",https://scontent-sea1-1.cdninstagram.com/vp/cf972da02398894a4cdd99ff1d515e91/5D4479C8/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/43817424_269765460224271_7960120752176864280_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,['https://scontent-sea1-1.cdninstagram.com/vp/425b7d56f7bf3a4aec0e7666c915cac5/5D562F63/t51.2885-15/e35/43817424_269765460224271_7960120752176864280_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'],
,719,1080,https://scontent-sea1-1.cdninstagram.com/vp/d4314937714fe33a4ac002af31e3b449/5D747056/t51.2885-15/e35/21984765_296724950807636_3195019892252213248_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,37750,37750,"[{'node': {'text': 'In love with this photo series by @noralorek for @natgeo In August the one millionth refugee escaped the war in South Sudan and entered Uganda. Here women stand framed by their Milaya, a traditional Sudanese handmade bed linen. One of the few processions they were able to take when they abandoned their homes. This tradition of embroidery continues as they settle in Bidibidi, what is now the largest refugee camp in the world.'}}]",99,1611905063953124068,False,184789657,BZeox2MlErk,[],1506374079,"[{'config_height': 150, 'config_width': 150, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/23a459107e05433526c191bc4e7d1529/5D443F42/t51.2885-15/e35/c138.0.551.551/s150x150/21984765_296724950807636_3195019892252213248_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 240, 'config_width': 240, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/3efb86879b3e4ec74694cbe786d2075f/5D34F208/t51.2885-15/e35/c138.0.551.551/s240x240/21984765_296724950807636_3195019892252213248_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 320, 'config_width': 320, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/4beae5cd5c463c99140b1585a71c1b6f/5D4076B2/t51.2885-15/e35/c138.0.551.551/s320x320/21984765_296724950807636_3195019892252213248_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 480, 'config_width': 480, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/2b79ef73881e9a1b5691d23c64415c7f/5D515CE8/t51.2885-15/e35/c138.0.551.551/s480x480/21984765_296724950807636_3195019892252213248_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 640, 'config_width': 640, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/c9239a7715020e83782210347cd5c6f6/5D726933/t51.2885-15/e35/c138.0.551.551/21984765_296724950807636_3195019892252213248_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}]",https://scontent-sea1-1.cdninstagram.com/vp/c9239a7715020e83782210347cd5c6f6/5D726933/t51.2885-15/e35/c138.0.551.551/21984765_296724950807636_3195019892252213248_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,"['https://scontent-sea1-1.cdninstagram.com/vp/d4314937714fe33a4ac002af31e3b449/5D747056/t51.2885-15/e35/21984765_296724950807636_3195019892252213248_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/e05d8377538a34892065195e0084af72/5D423C9F/t51.2885-15/e35/21910805_244079296116298_6867703511472144384_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/a35dbcde9dbafd28c5b0d829ba0b4f1d/5D75F5DB/t51.2885-15/e35/21980445_982025561945649_6952402950903824384_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/504717d81ff28753ec686bf8313da094/5D4185CC/t51.2885-15/e35/21910596_749190835264498_5008025072221290496_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/dcf822a25e9c957f57d7ac2c7fe47413/5D425C44/t51.2885-15/e35/22069631_104776943585857_3180271648867614720_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/5c7f5a319308487ab5114b9d8e4f6ab1/5D415373/t51.2885-15/e35/21984850_116083369087851_8314727342668775424_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/f2f50b2a63dd9b56bef50eda7ad9d03c/5D55D41E/t51.2885-15/e35/21984544_500164643682814_2614228502949396480_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/5e3f3fc5998347fbf94aa86881e61da7/5D3B6AC8/t51.2885-15/e35/22069899_1981233828811775_7471434750599626752_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/02fed7a03e604c15f241194ce1b64648/5D30BA22/t51.2885-15/e35/21981133_1838435336171421_1283163020603686912_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/05cbfb0a2a71101e167bfa80dedaad05/5D3D8866/t51.2885-15/e35/21910065_1981576148787141_3649246858858987520_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com']",
,719,1080,https://scontent-sea1-1.cdninstagram.com/vp/56c0ca70c084e166535475a256a0001e/5D74134B/t51.2885-15/e35/51590935_140967800268956_4586462411630809512_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,1203,1203,"[{'node': {'text': 'This 6 year old girl was separated from her parents as she fled the war in South Sudan. @savechildrenuk estimate that one fifth of the world’s children are currently living in a conflict zone. Sometimes we can feel completely powerless in the face of such misery, but actually there is something you can do to help. Go sign the @savechildrenuk petition (link is in my bio) to get the government to help protect more kids like this lovely one. If all of you signed it you could make a real difference. It will take less than five minutes... go on, you know you want to! #savethechildren pics by @lerneryd'}}]",19,1981145508416108055,False,55154900,Bt-cVflgLYX,['savethechildren'],1550390970,"[{'config_height': 150, 'config_width': 150, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/fe09f5cd8fb3992b9d9cc8dc1a823780/5D30B340/t51.2885-15/e35/c142.0.568.568/s150x150/51590935_140967800268956_4586462411630809512_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 240, 'config_width': 240, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/22c71285030efef8616cdc8190614cec/5D31CF0A/t51.2885-15/e35/c142.0.568.568/s240x240/51590935_140967800268956_4586462411630809512_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 320, 'config_width': 320, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/7a149e034ae73f3800d127dfafb2d570/5D3741B0/t51.2885-15/e35/c142.0.568.568/s320x320/51590935_140967800268956_4586462411630809512_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 480, 'config_width': 480, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/ce14c029b7c7ed8d27d464d4f6b5ec3c/5D523EEA/t51.2885-15/e35/c142.0.568.568/s480x480/51590935_140967800268956_4586462411630809512_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 640, 'config_width': 640, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/d2a9fcb996c39caf66915cf05aefd07d/5D397A7A/t51.2885-15/e35/c142.0.568.568/51590935_140967800268956_4586462411630809512_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}]",https://scontent-sea1-1.cdninstagram.com/vp/d2a9fcb996c39caf66915cf05aefd07d/5D397A7A/t51.2885-15/e35/c142.0.568.568/51590935_140967800268956_4586462411630809512_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,"['https://scontent-sea1-1.cdninstagram.com/vp/56c0ca70c084e166535475a256a0001e/5D74134B/t51.2885-15/e35/51590935_140967800268956_4586462411630809512_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/9301f5cb8b1dbe5ccf84234f6053f9c9/5D3B8103/t51.2885-15/e35/51377938_260121411556040_7402422088534957309_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com']",
,1093,1080,https://scontent-sea1-1.cdninstagram.com/vp/ab38b65aa9dcfb9d900cb6af13bb1013/5D48275B/t51.2885-15/e35/51085297_310494469606745_7361391407666910132_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,1417,1417,"[{'node': {'text': 'Soon, we’ll launch a Kickstarter for the @milayaproject, a non-profit that will connect South Sudanese women with customers who want to buy hand-embroidered pillowcases, bedspreads, and wall hangings.\n\nSeventeen-year-old Besta Selwa took her brothers and sisters and fled South Sudan when the fighting started. They had already lost their father and had to leave their mother. The schools in the camp are overcrowded and ill-equipped, but she continues studying with the hopes of becoming an accountant.\n\nThe civil war in South Sudan has displaced two million people. When refugees arrived to Uganda they carried their only possessions wrapped in milayas—ornately embroidered sheets that have been passed down for generations. Today, in Bidibidi, the second largest refugee camp in the world, milayas are still being sewn. But there are few customers.\n\nThe Milaya Project is a non-profit that will connect South Sudanese women with customers who want to support the traditional artform. A Kickstarter will fund women’s collectives in Bidibidi to expand their businesses and sell embroidered pillowcases, bedspreads, and wall hangings internationally.\nPhoto by @noralorek text by @ninasabina24'}}]",29,1978735103941124875,False,219007752,Bt14RffAaML,[],1550103627,"[{'config_height': 150, 'config_width': 150, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/44b7f80f7501ce129628257d516410a6/5D391AD7/t51.2885-15/e35/c0.6.1080.1080/s150x150/51085297_310494469606745_7361391407666910132_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 240, 'config_width': 240, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/f18f765a219cb0069119de8484a23845/5D30829D/t51.2885-15/e35/c0.6.1080.1080/s240x240/51085297_310494469606745_7361391407666910132_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 320, 'config_width': 320, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/ef7b9b3347bd5fc818eacca32aa65076/5D549F27/t51.2885-15/e35/c0.6.1080.1080/s320x320/51085297_310494469606745_7361391407666910132_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 480, 'config_width': 480, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/eede9a3eef71907438b0d3a4e4fc33a1/5D3C3A7D/t51.2885-15/e35/c0.6.1080.1080/s480x480/51085297_310494469606745_7361391407666910132_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 640, 'config_width': 640, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/042a67b1e34e43fb081a61fd92d0806f/5D3EFCDD/t51.2885-15/sh0.08/e35/c0.6.1080.1080/s640x640/51085297_310494469606745_7361391407666910132_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}]",https://scontent-sea1-1.cdninstagram.com/vp/042a67b1e34e43fb081a61fd92d0806f/5D3EFCDD/t51.2885-15/sh0.08/e35/c0.6.1080.1080/s640x640/51085297_310494469606745_7361391407666910132_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,['https://scontent-sea1-1.cdninstagram.com/vp/ab38b65aa9dcfb9d900cb6af13bb1013/5D48275B/t51.2885-15/e35/51085297_310494469606745_7361391407666910132_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'],
,1350,1080,https://scontent-sea1-1.cdninstagram.com/vp/3f88b339fa4c03d07a24df2a106c2c1a/5D40C268/t51.2885-15/e35/28754082_184669975595204_6900649295066693632_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,1514,1514,"[{'node': {'text': 'Kila Jani, 28, from Yei, South Sudan\n”I have two kids. My youngest is only two months old and I gave birth to her here in the settlement. It was difficult since I couldn’t prepare for labor and had no money to buy clothes for my newborn. My husband is here with me but he’s not doing anything. In South Sudan he was a teacher and I was taking care of everything at home.”\n.\n”If peace comes we can go back, my husband will get a job in school and somehow we will manage to live on our life.”\n.\n.\nAbout the Milaya portrait series:\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is with its more than 270 000 people considered one of the worlds largest refugee settlements.'}}]",21,1733939214822051734,False,219007752,BgQMIdxlo-W,[],1520921683,"[{'config_height': 150, 'config_width': 150, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/bff373f2b17407fc3c975d528dbf6975/5D3A7530/t51.2885-15/e35/c0.135.1080.1080/s150x150/28754082_184669975595204_6900649295066693632_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 240, 'config_width': 240, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/a4e7e9ceac1e87a95797c0a7d966beb3/5D33747A/t51.2885-15/e35/c0.135.1080.1080/s240x240/28754082_184669975595204_6900649295066693632_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 320, 'config_width': 320, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/14550463e0b9625c34cb03c827d9305f/5D54B9C0/t51.2885-15/e35/c0.135.1080.1080/s320x320/28754082_184669975595204_6900649295066693632_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 480, 'config_width': 480, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/f148cab676cabc583758b26198edf7b4/5D3F699A/t51.2885-15/e35/c0.135.1080.1080/s480x480/28754082_184669975595204_6900649295066693632_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 640, 'config_width': 640, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/ea167808238113b6698b72212ccd65c6/5D41022B/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/28754082_184669975595204_6900649295066693632_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}]",https://scontent-sea1-1.cdninstagram.com/vp/ea167808238113b6698b72212ccd65c6/5D41022B/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/28754082_184669975595204_6900649295066693632_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,['https://scontent-sea1-1.cdninstagram.com/vp/3f88b339fa4c03d07a24df2a106c2c1a/5D40C268/t51.2885-15/e35/28754082_184669975595204_6900649295066693632_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'],
,1350,1080,https://scontent-sea1-1.cdninstagram.com/vp/2236d228bd7343a2157a28d4007ec8b2/5D45E2F3/t51.2885-15/e35/22427075_1511710298922684_5690959210548822016_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,1626,1626,"[{'node': {'text': '“I came here when I was pregnant but left my two kids with relatives in South Sudan. My husband is a rebel but there is no way to communicate so I don’t know if he’s alive or not. Last time I spoke to him on the phone was before I left South Sudan the 15th of August 2016. There was an attack on our area so I had to leave really aprupt. I came only with the clothes I was wearing”, Nyilet Nyowien, 25 with Regina Nyasebit 5 months old and born in Bidibidi.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0\nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is now with its more than 270.000 people considered the worlds largest refugee settlement.\n.\nOn assignment for @natgeo July/August 2017.'}}]",46,1624615717231291245,False,219007752,BaLy2MiFmtt,[],1507889307,"[{'config_height': 150, 'config_width': 150, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/ee52f2f9d580da545467d46925916f1d/5D74ACFC/t51.2885-15/e35/c0.135.1080.1080/s150x150/22427075_1511710298922684_5690959210548822016_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 240, 'config_width': 240, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/5e8c80a4b99f51bc19454f75bd54900e/5D399EFA/t51.2885-15/e35/c0.135.1080.1080/s240x240/22427075_1511710298922684_5690959210548822016_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 320, 'config_width': 320, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/c703338205f1c611a10373bdc1e82783/5D383E84/t51.2885-15/e35/c0.135.1080.1080/s320x320/22427075_1511710298922684_5690959210548822016_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 480, 'config_width': 480, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/29a9bbb0e8bc7bd0836b4e20a808ac68/5D4553C3/t51.2885-15/e35/c0.135.1080.1080/s480x480/22427075_1511710298922684_5690959210548822016_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 640, 'config_width': 640, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/47c310a187794471d93be2a1a2c33108/5D3FD16B/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/22427075_1511710298922684_5690959210548822016_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}]",https://scontent-sea1-1.cdninstagram.com/vp/47c310a187794471d93be2a1a2c33108/5D3FD16B/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/22427075_1511710298922684_5690959210548822016_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,['https://scontent-sea1-1.cdninstagram.com/vp/2236d228bd7343a2157a28d4007ec8b2/5D45E2F3/t51.2885-15/e35/22427075_1511710298922684_5690959210548822016_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'],
,750,750,https://scontent-sea1-1.cdninstagram.com/vp/7e38396880b90f2e57dfc3169a319316/5CBAAA76/t51.2885-15/e15/21690131_1780218172276938_969956773970575360_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,3124,3124,"[{'node': {'text': '200 students. One teacher.\n.\nIn Yangani Primary School, in Bidi Bidi refugee settlement in Uganda, there isn’t enough space for all the students. Children occupy every available space, with as many as five sharing a desk. Some sit on the floor, with others standing at the back and in the aisles, clutching their books to their chests. Sometimes because of the congestion, they stand next to the teacher at the front of the class.\n.\nYangani school opened in February this year to cater to the rapidly growing numbers of South Sudanese refugees. Seeing the full-to-the-brim classrooms at first hand, you are left in little doubt that there is plenty of demand for education. .\nThis Tuesday we launch our annual report on the state of refugee education worldwide. Join us here for a week-long special focus on the challenges refugees face in going back to school. #refugees #education #school #children'}}]",53,1601745936181264067,True,181146053,BY6i3FKgn7D,"['education', 'school', 'refugees', 'children']",1505163016,"[{'config_height': 150, 'config_width': 150, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/814c74243f0f7bcf07793ee979c7593b/5CBB9657/t51.2885-15/e15/s150x150/21690131_1780218172276938_969956773970575360_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 240, 'config_width': 240, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/2f6e2c36eed3818d48f3416522010c09/5CBAA11D/t51.2885-15/e15/s240x240/21690131_1780218172276938_969956773970575360_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 320, 'config_width': 320, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/465b03e925893516a20623789286195d/5CBB3727/t51.2885-15/e15/s320x320/21690131_1780218172276938_969956773970575360_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 480, 'config_width': 480, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/08b0a0b945cf43145898d5cb38a9f75a/5CBBA7FD/t51.2885-15/e15/s480x480/21690131_1780218172276938_969956773970575360_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 640, 'config_width': 640, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/9d9746bcb221102789608979e7e73401/5CBB2448/t51.2885-15/e15/s640x640/21690131_1780218172276938_969956773970575360_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}]",https://scontent-sea1-1.cdninstagram.com/vp/9d9746bcb221102789608979e7e73401/5CBB2448/t51.2885-15/e15/s640x640/21690131_1780218172276938_969956773970575360_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,['https://scontent.cdninstagram.com/vp/19deca37130d298053cc4524af20d14b/5CBAA7A7/t50.2886-16/21682832_498665637161767_2678077336447877120_n.mp4?_nc_ht=scontent.cdninstagram.com'],14608.0
,1350,1080,https://scontent-sea1-1.cdninstagram.com/vp/9f9ebbac84b32df780fafb929afac1bc/5D4570E8/t51.2885-15/e35/46618132_1936125236695853_2765993838330061396_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,1534,1534,"[{'node': {'text': 'Alafi John, 11, is holding up a a clay man pushing a wheelbarrow. For more pictures from the new @natgeo feature and a great text by @ninasabina24 check out the Toy story. \n_____\n\nIn Bidibidi, a remote refugee settlement in Uganda, South Sudanese kids create their own entertainment from mud, paper, and plastic. Here cardboard boxes from shipments of humanitarian supplies get a second chance as toy cars, trucks, and buses. \n_____\n\nThese kids would have been the first generation to grow up in an independent South Sudan, if war hadn’t so quickly dispelled them. Today, more than 1 million children have fled the country, building new lives in refugee camps scattered in Uganda and other neighbors of South Sudan. Even in the most remote places, kids learn how to entertain themselves and for the nearly 200,000 children living in Bidibidi the malleable red dirt provides something to play with.'}}]",23,1937783138021695887,False,219007752,BrkY39JhmGP,[],1545221772,"[{'config_height': 150, 'config_width': 150, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/52827be42361aad123f1419436567ee5/5D742DE7/t51.2885-15/e35/c0.135.1080.1080/s150x150/46618132_1936125236695853_2765993838330061396_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 240, 'config_width': 240, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/0de13c70413babdf47f839f53d5ac665/5D3142E1/t51.2885-15/e35/c0.135.1080.1080/s240x240/46618132_1936125236695853_2765993838330061396_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 320, 'config_width': 320, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/230d0c381edadce57781c4bc5583d1bd/5D31169F/t51.2885-15/e35/c0.135.1080.1080/s320x320/46618132_1936125236695853_2765993838330061396_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 480, 'config_width': 480, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/a4dcebb38f8bc0e505624e62adbe991f/5D449FD8/t51.2885-15/e35/c0.135.1080.1080/s480x480/46618132_1936125236695853_2765993838330061396_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}, {'config_height': 640, 'config_width': 640, 'src': 'https://scontent-sea1-1.cdninstagram.com/vp/810dc65e33c18bf9e36973af8e7abb62/5D33A070/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/46618132_1936125236695853_2765993838330061396_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com'}]",https://scontent-sea1-1.cdninstagram.com/vp/810dc65e33c18bf9e36973af8e7abb62/5D33A070/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/46618132_1936125236695853_2765993838330061396_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com,"['https://scontent-sea1-1.cdninstagram.com/vp/9f9ebbac84b32df780fafb929afac1bc/5D4570E8/t51.2885-15/e35/46618132_1936125236695853_2765993838330061396_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com', 'https://scontent-sea1-1.cdninstagram.com/vp/1bf51a96c0258c47ea7107ce07471a46/5D523CC2/t51.2885-15/e35/46765784_720975738267555_6911797071507115038_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com']",
